timestamp,temperature,humidity,wind_speed,solar_radiation,load_mw,lmp_price,solar_generation,wind_generation,natural_gas_generation,other_generation,is_weekend,congestion_index,day_of_week
2024-05-06 09:58:28.817954,72.20548119344117,68.5086235366474,9.875631497318327,216.1350342485991,158.59299515514496,20.22757852102359,11.298589381706842,4.249448401317309,100.13147016048455,42.91348721163624,0,3.533645934143509,0
2024-05-06 10:58:28.817954,65.46531223581948,62.864934356025955,3.787950002444176,267.11696458520237,164.5001582540886,23.12268513311797,8.99141849629819,3.7204116024820646,106.25182970871583,45.5364984465925,0,1.3840562670032444,0
2024-05-06 11:58:28.817954,56.35548356003249,49.39248113174623,3.9323577258764066,205.94688243351902,167.13395660294458,18.60524536194781,26.1953251868011,3.1060852577162827,96.48278231089905,41.349763847528166,0,1.3764476013778648,0
2024-05-06 12:58:28.817954,56.6881951322908,57.56274065266307,3.6978140282962952,230.5058138120269,164.61748718922186,24.45714117948473,17.806471702080945,1.4487866332019796,101.75356019775724,43.60866865618168,0,1.5747254508635575,0
2024-05-06 13:58:28.817954,59.19792058098468,55.9363161000154,3.8920013446640738,185.25667878009403,173.65862400243395,23.126246576033953,15.961803355482905,2.048530965011264,108.95380277735785,46.694486904581936,0,9.081972080326903,0
2024-05-06 14:58:28.817954,52.970464240509834,29.037455294427545,7.113182870607867,155.27790590685547,194.62037144318214,40.53575026655529,17.918531648220156,2.461081602678364,121.96853073459852,52.27222745768509,0,4.755194124510631,0
2024-05-06 15:58:28.817954,61.1352671099865,24.359490867921153,4.266921147871611,191.8938690218597,176.9034100018803,35.57684510478226,11.873172050419088,4.008212012986821,112.71541815693205,48.306607781542326,0,2.441007272859323,0
2024-05-06 16:58:28.817954,77.59918151880437,45.48238979127206,2.3002408635901617,210.23248652801502,199.5669800456558,43.48093624229498,14.163554417735778,3.1860648529556794,127.55215254247504,54.66520823248932,0,2.9864561129597726,0
2024-05-06 17:58:28.817954,43.7304328031139,52.650531083076075,4.759602390270184,169.80564514018712,231.213789402293,37.77256612542299,3.9208250478222806,0.2563549368584681,158.92562659232857,68.11098282528368,0,43.12403905791831,0
2024-05-06 18:58:28.817954,66.90205002010053,55.650815773583375,6.495346065519076,137.92687792445392,215.45437290448055,66.47077889861689,2.287929246733101e-15,1.5114232400972427,149.7600647650683,64.18288489931501,0,3.445238541896537,0
2024-05-06 19:58:28.817954,70.34945565144085,54.94791072381753,4.754174709954053,129.6553071172689,211.1946515698311,64.72585353825141,0.0,0.11383913631198894,147.7565687034634,63.32424373005574,0,1.4206040161410138,0
2024-05-06 20:58:28.817954,47.72840059907369,44.638777426864976,3.206327620280426,174.76338661059958,235.71056997717594,56.31621367934156,0.0,3.5255895654629272,162.5294862881991,69.6554941235139,0,10.202705252639738,0
2024-05-06 21:58:28.817954,64.32452999840815,48.06870759786391,4.457382743178752,246.42767008527946,219.59077957792533,68.49074537080648,0.0,5.655615375740587,149.75461494152933,64.18054926065543,0,7.345355824148286,0
2024-05-06 22:58:28.817954,68.98681882058183,47.69753778549034,6.3920206070613945,75.12074255475963,226.2240139588092,86.50466055147474,0.0,2.1605460070680786,156.84442756621877,67.21904038552233,0,9.105595961137556,0
2024-05-06 23:58:28.817954,53.863736626220984,52.611896293845916,2.4914402406392084,178.53777653762313,216.93386545700878,53.86508179103798,0.0,2.9497527710876743,149.78887888014475,64.19523380577635,0,3.7335072277846764,0
2024-05-07 00:58:28.817954,50.972759561109314,43.33060561886528,10.339286381330993,142.7347868830196,212.0927674338628,59.87099630998856,0.0,4.38282680466997,145.39695844043496,62.31298218875787,0,12.217351645062628,1
2024-05-07 01:58:28.817954,76.46768526899821,44.25904775873077,5.10798131294966,125.2950886952786,204.9409384590659,82.23410208372083,0.0,5.236480987815767,139.7931202298751,59.91133724137504,0,0.4605766471536393,1
2024-05-07 02:58:28.817954,60.07852968656413,39.075236623141755,9.44290301546618,195.27416297941997,196.09785981641798,48.71869950640148,0.0,4.8830802230187125,133.8503457153795,57.36443387801978,0,7.529317027348914,1
2024-05-07 03:58:28.817954,67.54003317561684,49.546271160822606,3.428627968408394,151.83359606901496,179.1729197352599,49.93260474264001,0.0,4.070565132771577,122.57164822174182,52.53070638074651,0,0.8862226955045966,1
2024-05-07 04:58:28.817954,52.30608512351823,43.96596695835297,2.171197723466356,290.14981797623557,179.53344000722802,49.910275625308266,0.0,4.25126733761123,122.69752086873174,52.58465180088504,0,5.15174633798439,1
2024-05-07 05:58:28.817954,74.1654995242689,44.3677459133536,5.546805861194133,208.4838144426104,187.13094971015917,34.76711634833193,0.0,1.8987554857687414,129.6625359570733,55.56965826731715,0,1.7836495636351466,1
2024-05-07 06:58:28.817954,48.21605983549903,48.751774058024814,3.7880862076733397,233.06547312911724,186.7168986097092,28.920693594434415,0.0,2.859620473676261,128.70009469522304,55.15718344080989,0,5.295694119749671,1
2024-05-07 07:58:28.817954,50.455036565896194,48.623516220888604,2.3619263140486164,204.73572251186962,156.8817712838111,27.12348831318395,4.474604051966831,4.50691039607471,103.5301797850387,44.37007705073087,0,6.457037786807595,1
2024-05-07 08:58:28.817954,41.18105782197509,51.83807506131106,3.0371053801640815,201.16563335050895,183.18709071601285,30.831413252755674,8.853919912192188,3.6293281628034224,119.49268984871205,51.21115279230517,0,12.931597848442685,1
2024-05-07 09:58:28.817954,61.63483650566249,46.90872276278776,7.867888957605233,259.3749860503211,147.00522679366998,19.225954751220346,14.707043442824435,3.6313968075699963,90.06675058029288,38.60003596298267,0,1.2155878053752485,1
2024-05-07 10:58:28.817954,61.94812950534651,43.699081634729566,4.503435765839773,145.8789030569977,167.49076811604246,22.33293108876278,7.971439683491888,1.4465451460378862,110.65094830055887,47.42183498595381,0,8.876360749877412,1
2024-05-07 11:58:28.817954,49.671449979818824,40.635252021042675,4.232935263924321,247.11418704339923,181.71542604429436,24.568482531789524,19.377291501668324,1.8915520497852576,112.31260774498855,48.13397474785225,0,2.142563082139157,1
2024-05-07 12:58:28.817954,61.498369057389695,44.04169851107929,4.484443275986104,193.3893934623623,163.63250636996264,26.013044044576578,17.82936475229652,1.726750180644616,100.85347400591505,43.22291743110645,0,3.570472045814424,1
2024-05-07 13:58:28.817954,63.29983813975949,54.690629492883446,1.3675171195802065,206.97181040579773,165.81152539574907,25.926013358932305,18.295856670370412,1.501039640203405,102.21024035962266,43.804388725552585,0,8.45048276291661,1
2024-05-07 14:58:28.817954,57.06883871993813,51.86924016948276,2.831387138131427,226.72944636247712,176.86791423249943,40.54260590209099,19.06736007525587,0.10145043635649809,110.38937260462095,47.309731116266136,0,7.398585889790916,1
2024-05-07 15:58:28.817954,86.74804813159088,48.26896460428474,5.911527218471612,203.3011002259331,205.85997746865846,44.1292216007984,20.937632475483667,4.529724039254617,126.27483466774412,54.11778628617607,0,22.65019095687211,1
2024-05-07 16:58:28.817954,66.68394391926265,50.06650910500801,5.0257656335599314,270.52932960771034,185.65565462630238,62.46477275100897,9.62718836371916,5.179136837087192,119.59453059784721,51.25479882764881,0,5.8036270207648135,1
2024-05-07 17:58:28.817954,73.7913498058219,39.57644423751187,8.56722424036405,153.85502734945862,201.2035258085861,52.79833801662235,3.3118745342448435,4.5037486524824875,135.3715318353011,58.016370786557644,0,3.605528546194506,1
2024-05-07 18:58:28.817954,58.743760367065235,56.78757772886225,3.659796986176265,219.15043178391605,207.10289531704333,44.634238346946034,2.877301111769645e-15,4.282642499933976,141.97417697197653,60.846075845132816,0,5.902724684812343,1
2024-05-07 19:58:28.817954,66.34035326492008,45.777977378128476,5.243511290209104,282.22122360460605,224.50742626383328,55.268010315274026,0.0,3.973647606911487,154.37364505984524,66.16013359707654,0,1.6218562186304264,1
